level,timestamp,test_name,renoir_compile_time,renoir_execution_time,ibis_total_time
INFO,2024-06-03 10:38:19.275,test_nullable_left_join,3.2358930220s,0.1013202930s,0.0174092459s
INFO,2024-06-03 10:38:22.010,test_nullable_outer_join,2.5833575080s,0.0906164290s,0.0136696520s
INFO,2024-06-03 10:38:24.860,test_nullable_windowing_explicit,2.7124148810s,0.0887122980s,0.0109383090s
INFO,2024-06-03 10:38:27.704,test_nullable_windowing_explicit_group,2.7024576750s,0.0868094480s,0.0135288250s
INFO,2024-06-03 10:38:30.570,test_nullable_windowing_explicit_window_far,2.7270074090s,0.0857501930s,0.0105377840s
INFO,2024-06-03 10:38:35.170,test_nullable_windowing_implicit_mean,4.4606207500s,0.0900054200s,0.0105581510s
INFO,2024-06-03 10:38:39.193,test_nullable_windowing_implicit_sum,3.8875935510s,0.0902421030s,0.0090768530s
INFO,2024-06-03 10:39:40.615,test_nexmark_query_1,2.2175268440s,0.0863309770s,0.0432576000s
INFO,2024-06-03 10:39:43.147,test_nexmark_query_2,2.3137234310s,0.0938189560s,0.0635749670s
INFO,2024-06-03 10:39:46.651,test_nexmark_query_3,3.3211339060s,0.0890769620s,0.0282086330s
INFO,2024-06-03 10:39:52.163,test_nexmark_query_4,5.2862809700s,0.0912899741s,0.0623915330s
INFO,2024-06-03 10:39:56.688,test_nexmark_query_6,4.3174820190s,0.0915200080s,0.0673867370s
INFO,2024-06-03 10:39:59.083,test_non_nullable_filter_filter_select_select,2.2666379000s,0.0810160530s,0.0324867150s
INFO,2024-06-03 10:40:01.871,test_non_nullable_filter_group_mutate,2.6719581820s,0.0821571420s,0.0147678080s
INFO,2024-06-03 10:40:04.672,test_non_nullable_filter_group_mutate_reduce,2.6840647680s,0.0856409250s,0.0149572070s
INFO,2024-06-03 10:40:07.502,test_non_nullable_filter_group_select,2.7132485250s,0.0860670260s,0.0159854500s
INFO,2024-06-03 10:40:10.147,test_non_nullable_filter_reduce,2.5355095330s,0.0839545380s,0.0119254951s
INFO,2024-06-03 10:40:12.417,test_non_nullable_filter_select,2.1596039270s,0.0838932530s,0.0130351410s
INFO,2024-06-03 10:40:16.612,test_non_nullable_group_reduce_group_reduce_join,4.0677066750s,0.0867877480s,0.0219028410s
INFO,2024-06-03 10:40:20.657,test_non_nullable_group_reduce_join_mutate,3.9043353360s,0.0920767410s,0.0239522680s
INFO,2024-06-03 10:40:24.297,test_non_nullable_inner_join_select,3.4804250540s,0.1028060670s,0.0350795760s
INFO,2024-06-03 10:41:18.397,test_nexmark_query_1,2.1967492680s,0.0881113640s,0.0416897440s
INFO,2024-06-03 10:41:20.699,test_nexmark_query_2,2.1086749790s,0.0835562070s,0.0478849530s
INFO,2024-06-03 10:41:24.138,test_nexmark_query_3,3.2525177920s,0.0938723950s,0.0409235600s
INFO,2024-06-03 10:41:29.620,test_nexmark_query_4,5.2555630210s,0.0910529350s,0.0626386889s
INFO,2024-06-03 10:41:34.346,test_nexmark_query_6,4.5216539590s,0.0893851920s,0.0669357270s
INFO,2024-06-03 10:42:15.463,test_nexmark_query_1,2.3510851370s,0.0878045470s,0.0662200210s
INFO,2024-06-03 10:42:17.774,test_nexmark_query_2,2.1241685030s,0.0830441790s,0.0451119700s
INFO,2024-06-03 10:42:21.145,test_nexmark_query_3,3.2040181120s,0.0908550040s,0.0282491010s
INFO,2024-06-03 10:42:26.745,test_nexmark_query_4,5.3572316510s,0.0995720600s,0.0707045191s
INFO,2024-06-03 10:42:31.801,test_nexmark_query_6,4.7860602660s,0.1028158620s,0.0756142330s
INFO,2024-06-03 10:43:25.927,test_nexmark_query_1,2.3821584590s,0.0857413510s,0.0411014070s
INFO,2024-06-03 10:46:17.748,test_nexmark_query_1,1.5349069440s,0.0865475630s,0.0414472790s
INFO,2024-06-03 14:38:06.041,test_nullable_filter_filter_select_select,2.6504109180s,0.0852959760s,0.0200743090s
INFO,2024-06-03 14:48:15.679,test_nullable_filter_filter_select_select,1.5478307499s,0.0856964470s,0.0172921640s
INFO,2024-06-03 14:48:19.217,test_nullable_filter_group_mutate,2.7187269610s,0.0855855250s,0.0181598740s
